SMAP2	3.76638569493174e-08
FRZB	4.02868220126929e-08
AGTR2	4.33147618164741e-07
NTM	4.33147618164741e-07
EXT1	4.69850239137321e-07
PTN	1.7604274237019e-06
LUM	2.64254091663552e-06
MFAP4	3.92423669504681e-06
SLC16A2	1.08307325567281e-05
ASPN	2.55494396104517e-05
AK5	2.58949548659367e-05
SFRP4	3.09933676197885e-05
FCN3	3.33851134925932e-05
HERC5	4.14881586003541e-05
ACKR4	4.24093603601916e-05
MYH6	4.32708834230763e-05
DTX4	4.57104887835966e-05
COL22A1	4.66765172292904e-05
SLCO4C1	5.62144924311349e-05
OGN	5.7875784302132e-05
CREB5	6.49456847700248e-05
SCUBE2	6.97080443884607e-05
GNA14	7.00330038289848e-05
SNCAIP	7.35183924683505e-05
TIMP2	8.28119909451387e-05
MX2	9.50222963896864e-05
SEZ6L	0.000156616120574818
HMGN1	0.000156616120574818
PENK	0.000160099511696688
SLC16A9	0.000174232819570609
ESR1	0.000209825872011516
NT5E	0.000211893301758675
CYS1	0.000248100581107328
NRK	0.000326766146372203
PPP2R2B	0.000361386457515818
STAT4	0.00040851895259148
JAM2	0.000433768667172378
PRKAG3	0.000477263549550632
ALDH1A2	0.000542265837690287
FCER1A	0.000621099485299098
DUOX1	0.000692845446193375
GDF6	0.00080162751473128
DIO2	0.000839962695713459
ABCG2	0.000883582771466433
LEFTY2	0.000930348656868264
NTF3	0.00114937767836405
LAMA4	0.00115134851721399
PCNT	0.00169006551536973
STON2	0.00170375169707252
HTRA1	0.00173142792284464
SYTL2	0.0019452069540181
ANO1	0.00210174748592819
DMC1	0.00223783241015439
PLXDC1	0.00232223952302545
HMOX2	0.00239350309405765
AMOT	0.00263022797577677
COLGALT2	0.0027197857973267
RHNO1	0.00312902078302205
DESI1	0.00480614985726998
RTL3	0.00493780366604863
NLGN3	0.00503603125008447
KCNIP1	0.00505753184019463
HAPLN1	0.0054463388048029
TMEM231	0.00583049746839755
KCNN3	0.00590700836442354
MID1	0.00638129604381931
STAMBPL1	0.00647171754910232
COL14A1	0.0065262201230378
ADAMTSL1	0.00653795564021472
FMOD	0.00696191875095102
BACH2	0.00794224009742874
NECTIN1	0.0080504330741176
ST8SIA1	0.00844685247183304
OPCML	0.00850623975370956
IL17D	0.0091902891872926
FLRT2	0.0122652698605772
GLOD4	0.0126471918708898
CTSK	0.012695846161117
COL9A1	0.0152939489114592
SLIT3	0.0159366254775794
TLR7	0.0174167756669003
MNS1	0.017584847036593
GLI1	0.0176089304178967
TCEAL7	0.0182499496147768
HDC	0.0196588025699924
FERMT1	0.0221815385278558
CD1C	0.025026603144176
UNC80	0.0265443108753857
SULF1	0.0305849469547374
DUOXA1	0.0329174369353294
MAPKAP1	0.0367149997217753
LPCAT3	0.0383052237940132
