HBA2	1e-13
HBB	1e-13
HBA1	1e-13
SLC1A7	1e-13
CMA1	1e-13
SGPP2	1e-13
NKG7	1e-13
AQP10	1e-13
AQP4	1e-13
GZMB	1e-13
CTSG	1e-13
MDK	1e-13
COMP	1e-13
LTB	1e-13
ISLR	1e-13
APOA1	1e-13
LSP1	1e-13
CERS1	1e-13
OXER1	1e-13
NRXN2	1e-13
BPI	1e-13
CNTN3	1e-13
EXOC3L4	1e-13
THY1	1e-13
GSTM5	1e-13
IL34	1e-13
NAPB	1e-13
CYP11A1	1e-13
GFRA3	1e-13
ADAMTS14	1e-13
HAAO	1e-13
SPNS3	1e-13
HOOK1	1e-13
SARDH	1e-13
CRABP2	1e-13
KIRREL3	1e-13
GABRD	1e-13
PRPH	1e-13
COL16A1	1e-13
DNAAF3	1e-13
PRRT2	1e-13
SCARA3	1e-13
CD27	1e-13
COL1A1	1e-13
ST6GALNAC3	1e-13
PAQR5	1e-13
ZBTB16	1e-13
COL9A2	1e-13
S1PR3	1e-13
AZIN2	1e-13
GNLY	1e-13
DPT	1e-13
IRX6	1e-13
SEZ6L2	1e-13
SCG5	1e-13
CCDC80	1e-13
KCNB1	1e-13
TM6SF2	1e-13
PRR15	1e-13
TAC4	1e-13
KIAA1549	1e-13
ENC1	1e-13
IER3	1e-13
KCND3	1e-13
PALLD	1e-13
UCHL1	1e-13
SEMA5B	1e-13
NTNG2	1e-13
LFNG	1e-13
CSPG5	1e-13
BOC	1e-13
DEFB124	1e-13
CD109	1e-13
BGN	1e-13
GJD3	1e-13
COLEC11	1e-13
FBLN1	1e-13
MX1	1e-13
KCNA5	1e-13
COL1A2	1e-13
ADGRF5	1e-13
ARHGAP22	1e-13
GRIN2C	1e-13
KLHL41	1e-13
RTP4	1e-13
ROR2	1e-13
SNAP47	1e-13
PDZD4	1e-13
SLC9A7	1e-13
CLU	1e-13
CX3CL1	1e-13
AMD1	1e-13
UBA7	1e-13
CCDC74B	1e-13
SLC1A1	1e-13
ASIC1	1e-13
USP48	1e-13
STX1B	1e-13
PPIP5K2	1e-13
NHLRC1	1e-13
APOB	1e-13
CADPS2	1e-13
CNIH3	1e-13
NCEH1	1e-13
XK	1e-13
STRBP	1e-13
NDC80	1e-13
GDPD3	1e-13
AGER	1e-13
PTK7	1e-13
ADGRA2	1e-13
BBS12	1e-13
CCNG1	1e-13
FBXO24	1e-13
HMGN2	1e-13
RNF144B	1e-13
HLA-DRB1	1e-13
CARD16	1e-13
TCF21	1e-13
PAQR6	1e-13
SMO	1e-13
EGLN1	1e-13
REPS2	1e-13
PPTC7	1e-13
EVL	1e-13
NCOA3	1e-13
LIN7A	1e-13
THBS3	1e-13
ARHGAP1	1e-13
DHX58	1e-13
ATP1B1	1e-13
MORN4	1e-13
RPS6KA2	1e-13
CHPT1	1e-13
JAK1	1e-13
BCL2L13	1e-13
MEOX1	1e-13
GFOD1	1e-13
TMEM38B	1e-13
DSP	1e-13
PPP3CC	1e-13
EFS	1e-13
MFSD6	1e-13
HIVEP3	1e-13
CATSPERG	1e-13
FBXO17	1e-13
MAOA	1e-13
TADA1	1e-13
PDE7A	1e-13
PCYOX1L	1e-13
MMP2	1e-13
PPP1CC	1e-13
LPIN1	1e-13
KLHL3	1e-13
APOBEC3D	1e-13
TRMT9B	1e-13
NFYB	1e-13
FGFBP3	1e-13
SSR3	1e-13
SLC31A1	1e-13
CNST	1e-13
LIG1	1e-13
PIK3CB	1e-13
ELMO1	1e-13
DEGS1	1e-13
ACSS3	1e-13
ARHGAP26	1e-13
FLT1	1e-13
AKTIP	1e-13
MAGED2	1e-13
AURKA	1e-13
PIK3R3	1e-13
HSF2	1e-13
MTRF1L	1e-13
FZD5	1e-13
DERA	1e-13
PTPRN2	1e-13
TRMT61B	1e-13
FANCG	1e-13
RAD1	1e-13
AFF1	1e-13
SDC3	1e-13
MADD	1e-13
DAG1	1e-13
ASCC1	1e-13
RNF41	1e-13
GSR	1e-13
LRP12	1e-13
CHST14	1e-13
ZNF480	1e-13
MTMR10	1e-13
VGLL4	1e-13
BPGM	1e-13
CNOT8	1e-13
ZHX3	1e-13
KCMF1	1e-13
GPN3	1e-13
HIGD1A	1e-13
MTERF3	1e-13
CCDC115	1e-13
ARL2BP	1e-13
INTS12	1e-13
CLSTN1	1e-13
TSEN2	1e-13
TADA2B	1e-13
ACP1	1e-13
NRDC	1e-13
MIEF1	1e-13
KCNQ4	1.65055019206301e-13
EPHB3	2.31208848020084e-13
RIC8B	2.71654516565354e-13
SAR1B	3.45260208023193e-13
CD300LF	6.64266490250108e-13
PCDH12	6.78002001489065e-13
TMEM173	6.91402908693238e-13
ETV7	7.86777900691728e-13
LPAR2	8.52582119056402e-13
NAGK	1.1354883963561e-12
CETP	1.27570272999561e-12
HLA-F	1.4114188219091e-12
CERS5	1.89911386750598e-12
ZNF552	2.94446714427045e-12
RARRES2	3.72191654592642e-12
DYNC1I1	3.81686221001104e-12
PCOLCE	4.06849854197962e-12
EML1	4.08658754660931e-12
CMAS	5.58610412528263e-12
NUDT16	7.93183872022448e-12
ARHGEF2	1.78073485977358e-11
SMYD5	1.82844898281029e-11
EMID1	2.19949283273314e-11
PPARA	2.48554422846359e-11
ATAD2	2.83309382918852e-11
TRAIP	2.96701312475346e-11
ARSI	4.67790988165727e-11
KLHL31	7.17176387942263e-11
ADIPOR2	7.21254192727101e-11
ABLIM1	7.549600240061e-11
PDZD2	7.57761063573735e-11
SYT12	7.65498679234291e-11
CMTM3	9.29396429449679e-11
SRL	1.12690642814121e-10
TM6SF1	1.54419240154856e-10
PSRC1	2.38135761085203e-10
KIAA1217	2.82355226951724e-10
MFAP2	5.44506743727274e-10
GDF15	7.45379727361594e-10
RBP5	9.05455016801018e-10
TMEM216	9.16601194428002e-10
THUMPD3	9.34935506258644e-10
TOE1	1.03073744554962e-09
CALM1	1.10225458285302e-09
HNRNPA2B1	2.36286168200881e-09
TBC1D4	2.47928617193317e-09
BHMT2	3.36112167917321e-09
RAB4A	3.41171421897515e-09
OSGEP	4.90817137792284e-09
STMN1	6.09886663939717e-09
SCN5A	6.49234550986839e-09
WWP2	6.57326172698011e-09
UBE4B	7.66454164056512e-09
LYPD3	8.62507829946034e-09
CPT1A	8.91653239932801e-09
IFNLR1	1.2242096736174e-08
PHGDH	1.3983245860056e-08
FAM20A	1.74204505641951e-08
MED20	1.88845272243921e-08
PPP1R3B	2.64433887307395e-08
ADRA2A	3.09804898790643e-08
FOXO3	1.04733761499468e-07
TAMM41	2.98018071825101e-07
IFT20	4.65545744664072e-07
BATF2	4.89939899082208e-07
PIF1	1.2814819358615e-06
ZNF189	1.58185200903256e-06
IDH3A	3.65429473307799e-06
ARHGAP10	4.55951633997858e-06
EXOG	5.01808337573281e-06
USP13	6.42925816923766e-06
RAD51D	9.65553408793414e-06
