LYPD1	1e-13
CHDH	1e-13
THBS4	1e-13
SLC5A1	1e-13
ANXA3	1e-13
ZNF682	1e-13
CALCOCO2	1e-13
KCNC4	1.56785944613145e-12
PHKA2	2.67867576717397e-12
ORMDL3	1.31078593003503e-11
ETV4	5.94279579769654e-11
ART3	8.60801075108649e-11
NES	8.81371465942106e-11
SERPINE2	9.02624962250529e-11
ATP2A2	5.37011678121994e-10
DAAM2	1.34698611542078e-09
S1PR5	4.62189346990198e-09
GPD1L	8.75947591152796e-09
PACS1	9.33934066511018e-09
ACACB	9.68036336567828e-09
POLR1E	1.11413110135722e-08
PPP1R13B	1.43013389253295e-08
HADHB	1.69795370941742e-08
SMYD1	7.4073074924957e-08
AXIN2	1.47315921555343e-07
ANP32A	7.7058071161973e-07
GAP43	1.23522671408896e-06
RHAG	2.13977514134889e-06
REV1	5.27813814917415e-06
NPPB	2.79828322406422e-05
SLC38A4	2.95164543501374e-05
RBFOX1	3.01813680664722e-05
PHACTR3	3.3945542857583e-05
LPAR3	4.17649999751327e-05
RUNDC3A	5.14382212707799e-05
SYNE2	0.000269594587890282
MTUS2	0.000484452646858305
KCTD2	0.000529602475954437
PIP5K1B	0.0011961711944313
RAB36	0.00133438729325716
