CASP1	2.50376634197262e-13
HSH2D	6.79909166252934e-13
HLA-DPA1	1.37781861814124e-11
GZMH	7.35950850199339e-11
IL2RB	2.20318926337692e-10
SLAMF7	3.25867211197309e-10
HLA-DPB1	6.34444822570004e-10
ITGAL	1.59832839290415e-09
HLA-DOA	3.52937647546207e-09
GZMA	5.69731377249341e-09
CTSW	6.54128254618658e-08
PRF1	1.44763515433363e-07
CD74	2.94518888019331e-07
ZAP70	3.33170719364712e-07
HLA-DRA	3.58922797157328e-07
HLA-DMB	5.93051863495699e-07
ZBP1	6.50149877088983e-07
TIGIT	6.5996331235196e-07
KLRB1	9.5065266951089e-07
TRAF3IP3	1.09640899463375e-06
CD6	1.31834895059784e-06
APOBEC3G	1.97650890184722e-06
CAMK4	3.22607831226777e-06
CD3D	3.97871943900899e-06
CD3E	6.13344407493432e-06
UBE2L6	9.72376218325965e-06
CD48	1.21168418102202e-05
TESPA1	1.38850408348242e-05
CD247	1.87511555274876e-05
LCK	2.40216577654963e-05
CD5	3.47722730666384e-05
CD2	4.50049242596213e-05
CD3G	4.55134648306961e-05
SKAP1	4.6230224834802e-05
HLA-DMA	0.000150119794030821
SLC6A20	0.000948755603911241
BST1	0.00127592450182891
BCL11B	0.00205723021308202
CRTAM	0.00233732478924697
SH2D1A	0.00263678811351805
ARHGAP15	0.00286551933657442
GZMK	0.00454003573117126
TBX21	0.00538206625758415
CXCL16	0.00634741476200441
RUNX3	0.0133364740747058
IL2RG	0.0134149081460707
CD8A	0.0139257382776816
RHOH	0.0150799277503944
CD8B	0.0239484680637195
CXCR4	0.044322922861723
