CASP1	0.000326766146372203
UBE2L6	0.000818236411379858
ITGAL	0.00225788823091378
ZBP1	0.00284200469823183
GZMA	0.00289868735412305
ARHGAP15	0.00327608622030932
HSH2D	0.00327912045887699
SLAMF7	0.00623180469355144
CTSW	0.00906263574818638
BST1	0.00956718714718388
APOBEC3G	0.0102554516965792
GZMH	0.0126471918708898
SLC6A20	0.0126471918708898
CD3D	0.0149981337624504
CD48	0.0152134711001081
TRAF3IP3	0.0196161267890543
IL2RB	0.0223136699980658
LCK	0.0260255369430442
HLA-DMB	0.0291487277227792
PRF1	0.0314611517093958
TIGIT	0.0328763277773947
HLA-DPA1	0.0428071492580091
ZAP70	0.0459991712850496
CD3E	0.0469805339387209
