LYPD1	1e-13
NPPB	1e-13
GAP43	1e-13
S1PR5	1e-13
ETV4	1e-13
CHDH	1e-13
SERPINE2	1e-13
THBS4	1e-13
RHAG	1e-13
ART3	1e-13
KCNC4	1e-13
SLC5A1	1e-13
RUNDC3A	1e-13
ATP2A2	1e-13
ZNF682	1e-13
ANXA3	1e-13
CALCOCO2	1e-13
GPD1L	1e-13
PIP5K1B	1e-13
REV1	1e-13
SMYD1	1e-13
DAAM2	1e-13
NES	1e-13
ACACB	1e-13
PHKA2	1e-13
ORMDL3	1e-13
PPP1R13B	1e-13
PACS1	1e-13
HADHB	1e-13
POLR1E	1e-13
ANP32A	1e-13
SYNE2	1.82210063284753e-13
RAB36	5.08322215822004e-13
KCTD2	1.98886747121569e-11
LPAR3	2.43458829749316e-11
AXIN2	6.83765753702941e-11
MTUS2	3.24161477964826e-10
RBFOX1	1.24814638008944e-09
PHACTR3	1.12014150857923e-07
SLC38A4	7.45676044656e-07
TLCD3A	2.29209508990871e-05
SMS	5.07016464498695e-05
