AQP4	1e-13
SLC1A7	1e-13
SGPP2	1e-13
NRXN2	1e-13
AQP10	1e-13
HOOK1	1e-13
ISLR	1e-13
OXER1	1e-13
KCNB1	1e-13
IL34	1e-13
SARDH	1e-13
LSP1	1e-13
CYP11A1	1e-13
AZIN2	1e-13
SCARA3	1e-13
PRRT2	1e-13
COL16A1	1e-13
KIAA1549	1e-13
S1PR3	1e-13
ST6GALNAC3	1e-13
BOC	1e-13
SLC1A1	1e-13
RNF144B	1e-13
MX1	1e-13
KCND3	1e-13
AMD1	1e-13
UBA7	1e-13
ADGRA2	1e-13
STRBP	1e-13
ARHGAP1	1e-13
MORN4	1e-13
CHPT1	1e-13
SLC31A1	1e-13
AKTIP	1e-13
BCL2L13	1e-13
PPP3CC	1e-13
VGLL4	1e-13
RNF41	1e-13
REPS2	1.12340569310717e-13
USP48	1.16291319423174e-13
DEGS1	1.2190002899374e-13
RPS6KA2	1.26805961698319e-13
SEMA5B	1.38216436863411e-13
MDK	1.93155231569674e-13
ADAMTS14	2.52080501347889e-13
CMA1	2.57741206823771e-13
MAOA	5.60229477819009e-13
TADA1	7.39780286593812e-13
PALLD	1.10524997645692e-12
GSTM5	2.01430569832532e-12
CD109	2.69825609529179e-12
DERA	4.57627139439964e-12
GFRA3	4.84528621096209e-12
ACP1	7.10305814969146e-12
GABRD	7.11523513149537e-12
CTSG	7.9183663650884e-12
NHLRC1	8.00396406266299e-12
HMGN2	8.1225070229975e-12
RTP4	8.59183416160877e-12
HBB	1.0040966924124e-11
NFYB	1.07688095361518e-11
HAAO	1.14273236834688e-11
PPP1CC	1.2595062092751e-11
ASCC1	4.43261288595083e-11
ADGRF5	5.31137130098788e-11
GFOD1	5.3706574243133e-11
JAK1	6.19582658637468e-11
SSR3	6.85291251599008e-11
PAQR5	8.60801075108649e-11
TADA2B	1.72098032958594e-10
TSEN2	1.78765724472298e-10
MAGED2	1.96997333067607e-10
ZBTB16	2.09267088587011e-10
UCHL1	2.80428966844337e-10
MTERF3	3.3054338514645e-10
LRP12	3.41491293521478e-10
SMO	3.62622200121701e-10
ATP1B1	4.93081623897816e-10
COL9A2	5.99232221251565e-10
IER3	7.08626040310063e-10
