PPP3CC	1.12184627460907e-06
UBA7	1.18536752218068e-06
ST6GALNAC3	5.12833150578623e-06
VGLL4	9.55782483191201e-06
SLC1A7	1.4269080706304e-05
KCND3	1.93220316409645e-05
S1PR3	4.23955838143447e-05
MX1	4.73435552459658e-05
SCARA3	6.49456847700248e-05
GFRA3	7.32814212277615e-05
RTP4	0.000134752852058038
BOC	0.000222101954927698
AQP4	0.000240918357057422
PRRT2	0.000333785562445808
MORN4	0.000361386457515818
HBB	0.000425270154479849
DERA	0.000427183560616483
IL34	0.000454866321763013
DHX58	0.000542265837690287
BCL2L13	0.000568319033215723
AZIN2	0.000615762236863191
CHPT1	0.000636972213735027
AKTIP	0.000671363264226325
SMO	0.000692845446193375
MAGED2	0.000737855848635641
DPT	0.000738571861063908
PAQR5	0.000837086837909685
HOOK1	0.000843891901123511
FBXO17	0.000843891901123511
RPS6KA2	0.000956590140601035
HMGN2	0.00100166011447989
LSP1	0.00120465398358621
ADGRA2	0.00120934277179415
ELMO1	0.00144418851929098
PIK3R3	0.00158108151054515
MDK	0.00173142792284464
ASIC1	0.00173142792284464
COL9A2	0.00179669493705013
STRBP	0.00179701072420335
ARHGAP1	0.00182543715096474
CMA1	0.00187560714982957
ISLR	0.00195702746354307
COL16A1	0.00209557781022593
OXER1	0.00228736247408134
SLC31A1	0.0027197857973267
HAAO	0.00278880023078381
SDC3	0.00299139727565092
AQP10	0.00312902078302205
SARDH	0.00326343811267838
JAK1	0.00353144877078758
CD109	0.00410145569778568
ATP1B1	0.00534500230153126
ARHGAP26	0.00568821756222519
PIK3CB	0.00568821756222519
KIRREL3	0.00593599285013606
PPP1CC	0.00627577669273824
ACP1	0.0065262201230378
GSTM5	0.00723950099954813
NHLRC1	0.0074406279020197
CADPS2	0.00747577115072999
LIN7A	0.00759056540224169
TCF21	0.00782486073484063
CTSG	0.00810326507326668
CCDC80	0.00830359065757807
TADA1	0.00841540306528793
USP48	0.00861129213315316
KCNA5	0.00863746767905331
HBA1	0.00878508434040326
SGPP2	0.00940518810466925
HBA2	0.00956718714718388
NRXN2	0.0102670322168768
KCNB1	0.0109544271476082
SLC1A1	0.0112353050974862
KCMF1	0.0112445990448584
NKG7	0.0122764665117499
BPGM	0.0127831437583288
MEOX1	0.0139494752485719
GJD3	0.0145249442367367
COLEC11	0.0145551553661923
LTB	0.0146846146745942
PTK7	0.0147514546318866
LIG1	0.0147514546318866
BBS12	0.0153627891371442
NAGK	0.0153627891371442
PCYOX1L	0.0158713091030839
PAQR6	0.0163930388629694
EGLN1	0.0169579549090847
NCEH1	0.0175699924537479
LPIN1	0.017584847036593
RNF144B	0.0178998442126979
EPHB3	0.019468092144123
GDPD3	0.0196588025699924
AURKA	0.020078845105794
FBLN1	0.020088024732952
NFYB	0.0208355346290778
NUDT16	0.0209004183697146
CCNG1	0.0214671777322862
SEMA5B	0.021602971669523
COL1A2	0.0223136699980658
SCG5	0.0230408557652174
EFS	0.0230408557652174
ASCC1	0.0250748701596051
ACSS3	0.0264045843172496
NRDC	0.0265060549902373
LFNG	0.0281578517438126
CLU	0.0281578517438126
CD27	0.0299027958291502
CARD16	0.0308553505985576
CERS1	0.0309460018135621
CYP11A1	0.0317449472268192
KIAA1549	0.0319173430463439
TRMT61B	0.0319173430463439
CLSTN1	0.0335261978137294
DEFB124	0.0335312243583507
TAC4	0.0359283641094955
APOBEC3D	0.0407780007024358
RAD1	0.0409893028439897
ARHGEF2	0.0412604905943768
GZMB	0.0413159752214797
ARHGAP22	0.0428478784070085
DYNC1I1	0.0429171024176024
TMEM173	0.0429171024176024
PPTC7	0.0441031191984052
CCDC115	0.0442009661082187
CSPG5	0.0447813500495251
PRPH	0.0459991712850496
MAOA	0.0460859616006044
OSGEP	0.0469805339387209
SNAP47	0.0471098693461504
SSR3	0.0478802938855579
TADA2B	0.0494403516256521
